Delivery_person_ID,total_orders,avg_delivery_time,avg_adj_time,avg_min_per_km,avg_rating,avg_distance,avg_difficulty,delay_rate,avg_multi,composite_score,category
BHPRES08DEL03,8,22.375,19.875,2.29541183344674,4.825,655.162875,2.75,0,0.625,0.8736,High Performer
LUDHRES20DEL03,12,22.25,19.8194444444444,1.92747686466182,4.84166666666667,584.302666666667,2.83333333333333,0.0833,0.583333333333333,0.8679,High Performer
BHPRES01DEL03,9,23.7777777777778,20.5555555555556,2.4934842332119,4.76666666666667,581.980555555556,3.22222222222222,0,0.777777777777778,0.8567,High Performer
ALHRES09DEL03,9,24.4444444444444,20.9074074074074,2.45135736770699,4.75555555555556,9.95944444444445,2.88888888888889,0,0.888888888888889,0.8416,High Performer
BHPRES19DEL03,8,21.5,18.2708333333333,2.28599705498335,4.7375,9.43525,2.5,0,0.875,0.8281,High Performer
AURGRES08DEL03,9,22.3333333333333,20,2.97656187283704,4.77777777777778,7.63155555555556,2.88888888888889,0,0.555555555555556,0.8225,High Performer
KOCRES16DEL03,6,21,19.25,2.48005434982898,4.8,9.36333333333333,1.66666666666667,0,0.5,0.8118,High Performer
AURGRES20DEL01,10,23.1,20.2619047619048,1.97930396468066,4.76,12.1086,2.4,0.1,0.6,0.8073,High Performer
BHPRES02DEL03,10,23,20.9166666666667,2.49883173146724,4.72,10.3788,3.5,0.1,0.5,0.8048,High Performer
KNPRES14DEL02,12,23.4166666666667,20.4444444444444,2.48383177954376,4.73333333333333,11.0668333333333,3.08333333333333,0.0833,0.666666666666667,0.8023,High Performer
KNPRES010DEL03,14,21.9285714285714,19.469387755102,2.16531534821937,4.78571428571429,11.83,2.71428571428571,0.1429,0.571428571428571,0.8017,High Performer
GOARES13DEL03,8,25,21.8125,2.81628270228116,4.8,438.997,3.25,0.125,0.75,0.8007,High Performer
AGRRES03DEL02,12,21.25,18.75,2.30107812906038,4.74166666666667,11.7806666666667,2.66666666666667,0.0833,0.666666666666667,0.7997,High Performer
KOLRES01DEL02,13,22.0769230769231,19.6410256410256,3.05258416418949,4.8,9.43061538461538,3,0.0769,0.615384615384615,0.799,High Performer
ALHRES11DEL01,11,24.6363636363636,22.0909090909091,2.44807755680782,4.79090909090909,11.0078181818182,2.36363636363636,0.0909,0.545454545454545,0.7974,High Performer
KNPRES07DEL03,11,23.6363636363636,21,2.76078757501708,4.77272727272727,11.3941818181818,3,0.0909,0.727272727272727,0.7974,High Performer
DEHRES07DEL03,14,22.8571428571429,20.4761904761905,2.29894529315822,4.76428571428571,11.3272857142857,2.92857142857143,0.1429,0.642857142857143,0.7937,High Performer
DEHRES20DEL03,10,19.6,17.8166666666667,2.6736547113087,4.74,8.4918,2.1,0,0.6,0.7929,High Performer
KOCRES02DEL03,10,22.9,20.6666666666667,2.52815304770935,4.73,9.363,3.1,0.1,0.6,0.792,High Performer
GOARES03DEL03,8,22.625,19.9940476190476,2.72381242474317,4.7125,8.10525,3.75,0.125,0.625,0.7884,High Performer
COIMBRES07DEL03,40,22.225,19.5720238095238,2.46767923263089,4.7625,9.5827,2.525,0.1,0.625,0.7868,High Performer
KOCRES20DEL03,10,21.8,18.0583333333333,2.18547903800906,4.7,230.22,2.8,0.1,1,0.7865,High Performer
LUDHRES07DEL02,8,24.625,19.9635416666667,2.23619944044151,4.725,10.614625,2.875,0.125,1,0.7864,High Performer
KOCRES08DEL03,8,20.625,18.3125,2.61494874923248,4.8125,8.7785,2.375,0.125,0.625,0.7832,High Performer
